项目,主题,问题类型,优先级,
新公司业务管理系统_内部,操作复核审核通过，内部监管人员在流程监控列表中操作结果反馈状态显示有误,缺陷,普通,
新公司业务管理系统_内部,生成的改名文件，同一家上市公司红利+送股，没有除息价格,缺陷,高,
新公司业务管理系统_内部,上市公司提交A+B+现金红利0901公告，内部通过更新cbms_dipatch_interests_send中result_code错误,缺陷,低,
新公司业务管理系统_内部,早间和午间紧急停牌发送指令超时流程状态更新时间点错误,缺陷,普通,
新公司业务管理系统_内部,早间、午间、盘后(竞价宗业)停复牌数据文件未进入业务操作接口数据列表中,缺陷,紧急,
新公司业务管理系统_内部,XBRL在非差异化分红送股公告中缺少对公告日期的对比（陈国辉）,缺陷,普通,
新公司业务管理系统_内部,v6.6 XBRL在差异化分红公告与中登数据比对缺少限售流通股的两个日期比对,缺陷,高,
新公司业务管理系统_内部,v6.6 XBRL未比对差异化分红公告及中登数据中的新增无限售条件流通股份上市日,需求变更,高,
新公司业务管理系统_内部,XBRL增加校验——股权登记日及无限售流通股上市日期,优化,普通,
新公司业务管理系统_内部,上市公司确认页面列表“业务申请”字段链接功能和查看详情页面显示有误,缺陷,低,
新公司业务管理系统_内部,0901公告重复上传后，信息披露列表显示“公告类别有误”（无法重现）,缺陷,高,
新公司业务管理系统_内部,"改名规则不完整，没有实现XR,DR部分",缺陷,紧急,
新公司业务管理系统_内部,中登数据导入，部分上市公司业务提醒内容异常,缺陷,紧急,
新公司业务管理系统_内部,停复牌固收午间比对异常业务提醒和短信通知发送角色有误,缺陷,高,
新公司业务管理系统_内部,导入中登权益登记数据，部分公司没有收到提交0901公告业务提示（杨波）,缺陷,紧急,
新公司业务管理系统_内部,验证B股+股份送转生成权益分派实施业务申请页面显示数据有误,缺陷,普通,
新公司业务管理系统_内部,替换XBRL文件，没有进行二次数据对比,缺陷,高,
新公司业务管理系统_内部,每交易日16:00接收中国结算返回的登记日权益生效信息数据对账文件未进入到流程监控列表中,缺陷,紧急,
新公司业务管理系统_内部,停复牌固收平台午间停牌文件接口名称显示错误,缺陷,低,
新公司业务管理系统_内部,上市公告提交0901公告比对中，验证差异化分红送转提示错误,缺陷,高,
新公司业务管理系统_内部,盘后披露连续停牌发送操作指令后流程状态未更新,缺陷,紧急,
新公司业务管理系统_内部,权益分派0901公告提交后，内部审核生成权益分派实施业务申请单与原型不一致,其他,低,
新公司业务管理系统_内部,更名文件生成内容不正确、数据表插入内容不正确,缺陷,紧急,
新公司业务管理系统_内部,上市公司确认页面“下午停牌”未显示为“紧急停牌”,缺陷,普通,
新公司业务管理系统_内部,停复牌反馈文件异常比对不一致后系统无法发送业务提醒和短信通知,缺陷,高,
新公司业务管理系统_内部,定时任务不能生成更名文件（李长俊）,缺陷,紧急,
新公司业务管理系统_内部,停复牌闭环EnsureLate定时任务运行失败,缺陷,紧急,
新公司业务管理系统_内部,上市公司提交0901公告，公告数据与数据库数据比对不一致，未提示比对不一致,缺陷,高,
新公司业务管理系统_内部,非交易日生成改名接口文件,缺陷,紧急,
新公司业务管理系统_内部,上市公司上传0901公告后在申请单已核对一致后，在新建公告页面点击提交报错,缺陷,高,
新公司业务管理系统_内部,bean文件配置问题,其他,紧急,
新公司业务管理系统_内部,业务操作接口数据文件列表头提示有问题,缺陷,低,
新公司业务管理系统_内部,流程监控列表筛选条件异常不可用,缺陷,普通,
新公司业务管理系统_内部,业务操作接口数据文件列表中操作列为查看,优化,低,
新公司业务管理系统_内部,权益分派添加0901公告保存后清除已上传公告,缺陷,紧急,
新公司业务管理系统_内部,权益分派添加0901公告页面存在业务申请表模块,缺陷,普通,
新公司业务管理系统_内部,文件流转岗发送停牌电子文件弹错，无法发送,缺陷,紧急,
新公司业务管理系统_内部,公告和独立停复牌审核弹错无法审核通过,其他,紧急,
新公司业务管理系统_内部,中登数据已插入数据表未更新业务消息表MSG_MESSAGE,缺陷,紧急,
新公司业务管理系统_内部,中登发送增量权益分派电子数据将SDCSystem-NCMSystem(RightInfo).xml报错,缺陷,低,
新公司业务管理系统_内部,中登发送增量权益分派电子数据插入cbms_busi_operate_interfacedata表中filepath字段过长,缺陷,紧急,
新公司业务管理系统_内部,停复牌操作闭环-公司确认停牌超时业务提醒错误,,低,
新公司业务管理系统_内部,XBRL编辑0901公告数据校验错误定位不准确,缺陷,普通,
新公司业务管理系统_内部,XBRL填写0901公告校验功能不正确,缺陷,高,
新公司业务管理系统_内部,关于生成停复牌等7类电子文件数据库标志位cbm_sys_using type=000099 的时间问题,缺陷,普通,
新公司业务管理系统_内部,部门领导审批函件没有函件和附件,缺陷,普通,
新公司业务管理系统_内部,“向证监会报告”的函件处理流程不正确,缺陷,高,
新公司业务管理系统_内部,【闭环优化】行情比对不一致 未发短信提醒,缺陷,高,
新公司业务管理系统_内部,上市公司确认页面标题不正确,缺陷,低,
新公司业务管理系统_内部,上市公司600000，只停牌优先股2，早间综业compare表插入发送数据有600000公司的A股，优1，优2,缺陷,紧急,
新公司业务管理系统_内部,上市公司600000含A股，优先股1，优先股2，仅选择优先股2停牌。生成的早间综业文件错误包含A股，优先股1,缺陷,高,
新公司业务管理系统_内部,"操作指令已发送后，流程状态一直处于,交易管理部反馈处理中，后续状态不变更",缺陷,紧急,
新公司业务管理系统_内部,"运行早间待确认NCMSystem(SuspMorningEnsureStart).xml,午间待确认也产生了",缺陷,紧急,
新公司业务管理系统_内部,盘后竞价最新SVN脚本SMSystem-NCMSystem(SuspEveningBack).xml 运行失败,缺陷,紧急,
新公司业务管理系统_内部,未收到下游反馈的6种场景，其中2条与其他4条描述不一致，请参照截图,优化,低,
新公司业务管理系统_内部,早间披露随公告-连续停牌-竞价 & 早间披露随公告-连续停牌-综业，审核通过后，发送停牌等电子文件， 不能进入盘后文件,缺陷,高,
新公司业务管理系统_内部,操作复核，“操作复核”菜单第一项应该新增一个“流程监控列表”入口,缺陷,低,
新公司业务管理系统_内部,公司确认页面流程状态第3节点字面未按照需求修改,缺陷,普通,
新公司业务管理系统_内部,午间综业生成的发送文件名多了001,缺陷,紧急,
新公司业务管理系统_内部,停复牌操作闭环盘后，比对不一致业务提醒格式跟早午间业务提醒不一致,缺陷,普通,
新公司业务管理系统_内部,盘后综业，待上市公司确认，中原高速没发送确认短信，另外兴业银行正确发送,缺陷,高,
新公司业务管理系统_内部,盘后综业反馈文件内容异常时，业务提醒title错误显示为停复牌早间对比,缺陷,高,
新公司业务管理系统_内部,停复牌操作闭环盘后，操作指令发送后，流程控制列表的状态未更新,缺陷,低,
新公司业务管理系统_内部,platform为2的360012连续停牌后，发送电子文件后，进入竞价文件,其他,高,
新公司业务管理系统_内部,停复牌操作闭环盘后，操作指令发送失败，发送的短信和业务提醒提示文件不一致,缺陷,低,
新公司业务管理系统_内部,午间竞价比对不一致的情况显示为未反馈,缺陷,高,
新公司业务管理系统_内部,初审分管的公司，直管分管的公司，午间综业比对不一致，所有的代办均未发送业务提醒,缺陷,高,
新公司业务管理系统_内部,午间竞价反馈不一致发送业务提醒显示时间,缺陷,高,
新公司业务管理系统_内部,代码注释出错，运行午间综业提示午间竞价,优化,普通,
新公司业务管理系统_内部,午间停牌，综业平台反馈超时发送的业务提醒和短信提醒错误描述为竞价平台,缺陷,高,
新公司业务管理系统_内部,停复牌操作闭环，综业早间进入文件比对不一致，未发短信和业务提醒,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环，综业早间文件对比不一致时，未发短信和业务提醒给操作复核及业务管理员,优化,低,
新公司业务管理系统_内部,停复牌操作闭环，竞价早间进入文件比对不一致，业务提醒内容未准确反映不一致,优化,普通,
新公司业务管理系统_内部,停复牌操作闭环，综业早间进入待确认状态，短信提示上市公司确认的内容跟需求不一致,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环综业，比对一致时，系统未向上市公司发送提醒确认短信,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环综业，操作结果未反馈，未发短信和业务提醒给业务管理员和所有操作复核,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环综业，操作结果比对不一致，未发短信和业务提醒给初审和操作复核,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环，综业执行发送电子操作后，流程状态未更新,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环，竞价早间进入待确认状态，短信提示上市公司确认的内容跟需求不一致,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环，竞价早间对比一致时，流程控制列表的操作结果反馈，流程状态未更新,缺陷,高,
新公司业务管理系统_内部,停复牌操作闭环，竞价早间对比不一致时，流程控制列表的操作结果反馈，流程状态未更新,缺陷,高,
新公司业务管理系统_内部,SMSystem-NCMSystem(SuspNoonBack).xml文件file_path不正确,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环，上市公司未在指定时间确认操作结果未发业务提醒给操作复核,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环，比对一致后系统发送短信上市公司登录系统进行确认，短信提示内容跟需求不一致,缺陷,普通,
新公司业务管理系统_内部,停复牌操作闭环，操作结果未反馈未更新流程状态,缺陷,高,
新公司业务管理系统_内部,停复牌操作闭环，操作结果未反馈发送短信收件人未过滤离职人员，业务提醒未发送,缺陷,高,
新公司业务管理系统_内部,先选择“适用”填写数据再点击“删除”，然后选择不适用，再选择适用，规则不再校验填写为空的情况,缺陷,普通,
新公司业务管理系统_内部,独董资格申报，取消办结后在上市公司综合信息里查看仍然是在任状态,缺陷,低,
新公司业务管理系统_内部,独董资格申报，流程跟踪状态错误,其他,低,
新公司业务管理系统_内部,流程办结后，修改独董信息中文件上传后保存，发送给初审的业务提醒无文件更改信息,缺陷,低,
新公司业务管理系统_内部,内部人员审批通过后，补填独董资格流程中，在页面显著位置提醒补填独董资格,优化,高,
新公司业务管理系统_内部,直管分管的公司在补填独董资格后办结流程，直管复核的代办不能收到业务提醒,缺陷,高,
新公司业务管理系统_内部,上市公司端审核状态不正确,缺陷,高,
新公司业务管理系统_内部,”该候选人在本所其他上市公司担任独董情况“ 界面 与原型不一致,缺陷,普通,
新公司业务管理系统_内部,上市公司在任独立董事列表的操作栏位需要增加变更,优化,普通,
新公司业务管理系统_内部,候选独董资格申报，直管复核中时在上市公司综合信息和候选独栋审核申报页面状态不一致,缺陷,低,
新公司业务管理系统_内部,独董申报办结后补填独董资格证书及编号，上传后关闭上传窗口仍进行保存,优化,低,
新公司业务管理系统_内部,独董资格申报办结后变更保存后，业务提醒显示了未修改的字段信息,缺陷,低,
新公司业务管理系统_内部,法律小组取消办结后，再办结，流程跟踪未显示法律小组经办人,优化,低,
新公司业务管理系统_内部,上传扫描件描述不准确,优化,低,
新公司业务管理系统_内部,上传图片后点击该图片不能打开和保存,缺陷,普通,
新公司业务管理系统_内部,点击主要规则超级链接打不开文档,缺陷,普通,
新公司业务管理系统_内部,候选独董资格流程，资格申报办结变更和上市公司补填独董资格证书，需要向初审代办发业务提醒,优化,普通,
新公司业务管理系统_内部,上传手型显示和左键双击才能出现上传选择框的问题,缺陷,普通,
新公司业务管理系统_内部,需求优化--独立董事上传照片属于必备要素，不上传不让下一步，不上传不可以提交,优化,普通,
新公司业务管理系统_内部,邮箱校验不通过,缺陷,普通,
新公司业务管理系统_内部,"候选独董个人情况上传照片提示信息内容重复,支持格式增加tif,**.jpg改为*.jpg",优化,普通,
新公司业务管理系统_内部,候选独立董事资格申报，无法查看候选人在本所其他上市公司担任独董情况,优化,普通,
新公司业务管理系统_内部,候选独董资格流程，上市填写独董资格证书后流程办结，法律小组无法取消办结,缺陷,普通,
新公司业务管理系统_内部,信息披露和候选独董资格流程，初审代办不通过后，上市公司重新提交，流程跟踪状态显示不一致,缺陷,普通,
新公司业务管理系统_内部,上市公司创建候选独董资格申报，保存后删除该申报，10s 后才提示删除成功,优化,普通,
新公司业务管理系统_内部,候选独董资格申报流程，申报办结后上市公司变更申报，保存后未发业务提醒给初审,缺陷,普通,
新公司业务管理系统_内部,候选独董资格申报流程，初审不通过后上市公司打开申请，提交按钮显示不正确,缺陷,普通,
新公司业务管理系统_内部,随事后公告提复牌，上市公司提交后撤销，processes_status 不应该是公司提交业务申请,优化,普通,
新公司业务管理系统_内部,"流程监控列表，关键字查询，搜索不出“停牌,编号尚未生成”的申请单",优化,普通,
新公司业务管理系统_内部,流程控制列表，操作结果反馈状态下拉框，筛选结果不正确,缺陷,普通,
新公司业务管理系统_内部,上市公司操作结果确认列表，流程状态下拉框，部分选项筛选无结果,缺陷,普通,
新公司业务管理系统_内部,上市公司操作结果确定认列表鼠标hover 确认，查看链接上未变手型,优化,普通,
新公司业务管理系统_内部,"初审 (自身没有分管公司)/监管复核 (自身没有分管公司)添加分管公司后,操作复核切换不能赋予操作复核",缺陷,高,
新公司业务管理系统_内部,流程控制列表排序未按需求排列,优化,普通,
新公司业务管理系统_内部,操作复核切换设置速度很慢需要优化，并且给出提示,优化,普通,
新公司业务管理系统_内部,监管复核(自身没有分管公司)添加分管公司后在操作复核切换中设置操作复核失败,缺陷,高,
新公司业务管理系统_内部,停复牌操作闭环新更新需求,需求变更,高,
新公司业务管理系统_内部,流程控制列表流程状态应去掉”公司提出申请“和”审核终止“,需求变更,低,
新公司业务管理系统_内部,上市公司操作结果确认列表排序不正确,缺陷,低,
新公司业务管理系统_内部,监管复核通过后，在操作控制和上市公司确认列表中不应该显示“操作审核通过”,缺陷,高,
新公司业务管理系统_内部,流程控制列表中，必须是有分管权限的操作复核才能添加该公司的处理记录,缺陷,高,
新公司业务管理系统_内部,操作复核取消复核后，在操作控制和上市公司确认列表中不应该显示“操作审核通过”,缺陷,高,
新公司业务管理系统_内部,查看操作在流程控制列表和操作结果确认显示不一致,缺陷,高,
新公司业务管理系统_内部,流程控制列表-公司范围查询结果不正确,缺陷,普通,
新公司业务管理系统_内部,上市公司确认列表和流程控制列表页面优化,优化,低,
新公司业务管理系统_内部,独立停复牌临时和连续停牌申请提交后，在上市公司确认列表的业务申请列名称显示不一致,缺陷,低,
新公司业务管理系统_内部,停复牌申请审核通过后，申请单未显示在初审的流程控制列表,缺陷,高,
新公司业务管理系统_内部,通用六中，随公告的连续停牌中，监管复核和操作复核不会弹出预警信息,缺陷,普通,
新公司业务管理系统_内部,通用六中，预警信息和停复牌确认页面弹出信息优化,优化,普通,
新公司业务管理系统_内部,公司撤销直通车公告业务提醒：直管复核分管的公司撤销直通车公告时发送的提醒中多一个userid为0的数据,缺陷,普通,
新公司业务管理系统_内部,新建信息披露申请单-披露报刊其他默认显示0且显示偏上,优化,低,
新公司业务管理系统_内部,停复牌操作闭环比对问题,缺陷,普通,
新公司业务管理系统_内部,监管复核的待办事项在操作复核/值班复核首页也会显示,缺陷,普通,
新公司业务管理系统_内部,"停牌信息查看页面 ""起止日期""查询条件无效；停牌起始日期、停牌终止日期排序无效；公司代码排序无效",缺陷,低,
新公司业务管理系统_内部,公司撤销直通车公告业务提醒：15：00之前撤销直通车公告时未发送业务提醒给相应的人员,缺陷,高,
新公司业务管理系统_内部,随公告添加停复牌，确认页面点击确认按钮后，确认成功按钮在添加停复牌页面（楚晓丽）,缺陷,普通,
新公司业务管理系统_内部,新建停复牌页面，添加多个附件后上下箭头及删除功能的优化（楚晓丽）,优化,普通,
新公司业务管理系统_内部,证券停复牌对比的短信需要发送给代办人员,需求变更,普通,
新公司业务管理系统_内部,值班复核权限设置（杨波）：通过excel导入设置公司分管信息时，值班复核设定有问题,缺陷,高,
新公司业务管理系统_内部,值班复核权限设置（杨波）：导入的excel中“初审/直管复核”列中的人员为初审/直管复核角色但是没有分管的公司，导入时提示信息不正确,缺陷,低,
新公司业务管理系统_内部,证券交易状态对比中，学徒登录系统，不显示学徒的分管公司比对结果,缺陷,普通,
新公司业务管理系统_内部,值班复核模板内容 与 “值班复核模板下载”内容不一致 也能上传成功，未出现相应的提示信息（杨波）,缺陷,普通,
新公司业务管理系统_内部,证券状态对比结果的发送短信时如果交易系统状态为空时不能显示空格，应该显示无此证券,需求变更,普通,
新公司业务管理系统_内部,证券状态对比页面直管复核名字显示在初审一列（孟凡良）,缺陷,普通,
新公司业务管理系统_内部,证券交易状态对比页面，清空按钮是有查询的功能（孟凡良）,,高,
新公司业务管理系统_内部,当日公告稽核 在“公司范围” 筛选条件为 其他分管时， reviwer 无稽核标记权限（杨波）,缺陷,普通,
新公司业务管理系统_内部,值班复核权限设置（杨波）：导入的excel中“初审/直管复核”列中的人员为监管复核但该人员没有分管公司，导入时应该会出现相应的提示信息,缺陷,普通,
新公司业务管理系统_内部,值班复核权限设置（杨波）：修改公司对应的分管人员时没有同步修改公司对应的值班复核,缺陷,高,
新公司业务管理系统_内部,值班复核操作页面（杨波）：值班复核登陆（使用自己的用户名）时，页面缺少“生成公告签收单”按钮,缺陷,高,
新公司业务管理系统_内部,值班复核操作页面（杨波）：值班复核登陆（使用自己的用户名）时，分管范围查询条件不可用,缺陷,高,
新公司业务管理系统_内部,值班复核代办设置操作显示的用户不正确（杨波）,缺陷,普通,
新公司业务管理系统_内部,值班复核权限设置（杨波）：导入excel上传成功后，没有自动刷新页面需手动刷新,优化,低,
新公司业务管理系统_内部,监管分工调整（杨波）：上传更新初审权限信息时，应该不需要校验该初审是否存在值班复核,缺陷,高,
新公司业务管理系统_内部,初审分管公司移交给直管复核显示移交失败,,高,
新公司业务管理系统_内部,值班复核权限设置（杨波）：导入时弹出二次确认页面时点击“确认”时导入失败,缺陷,紧急,
新公司业务管理系统_内部,值班复核权限设置（杨波）：值班复核导入的链接名称不正确,缺陷,低,
新公司业务管理系统_内部,证券交易状态对比中，查询结果列表页的序列和需求不符合（孟凡良）,缺陷,普通,
新公司业务管理系统_内部,证券交易状态对比中，直管复核不能显示到监管复核一栏，而是显示到初审一栏（孟凡良））,缺陷,普通,
新公司业务管理系统_内部,证券交易状态对比中，初审一栏不显示学徒的角色（孟凡良）,需求变更,普通,
新公司业务管理系统_内部,证券交易状态对比中，发送短信，不能发送给监管复核或操作复核,缺陷,高,
新公司业务管理系统_内部,证券交易状态对比中，发送短信时，有的公司代码和简称会 显示为NUll,缺陷,普通,
新公司业务管理系统_内部,值班复核权限设置（杨波）：导入的excel中“初审/直管复核”列中的人员为直管复核时，导入时出现错误提示,缺陷,高,
新公司业务管理系统_内部,值班复核权限设置（杨波）：导入的excel中“初审/直管复核”列中的人员为直管复核时，导入时出现错误提示,缺陷,高,
新公司业务管理系统_内部,证券交易状态比对结果查询页面中监管审核和操作审核字写错（孟凡良）,缺陷,低,
新公司业务管理系统_内部,公告签收单页面制单列未显示关联的业务申请单（需求不明确）,需求变更,普通,
新公司业务管理系统_内部,（杨波）监管分工——更新初审权限信息：excel中的公司之前无对应分管人员时，导入文件时报错,缺陷,普通,
新公司业务管理系统_内部,审核底稿页，点击关闭时总是提示“内容已修改且未保存，请确认是否关闭”；,优化,低,
新公司业务管理系统_内部,事后审核列表页，审核状态，审核底稿状态及操作之间的对应关系不正确,缺陷,普通,
新公司业务管理系统_内部,初审或者部门领导人更换后，不会及时更新到底稿页面人员的显示（楚晓丽）,缺陷,高,
新公司业务管理系统_内部,初审新建底稿并提交，初审二次审核年报正文未审核完毕并退出，事后审核列表页审核底稿页无状态，操作不正确,缺陷,普通,
新公司业务管理系统_内部,事后审核列表页，数据展示范围不正确，“查看2013年之前底稿”改为“查看2013年及之前底稿”；,需求变更,普通,
新公司业务管理系统_内部,定期报告事后审核列表页，按公司检索查询，数据不能导出到excel；,缺陷,普通,
新公司业务管理系统_内部,事后审核列表页，发函个数统计有误；,缺陷,普通,
新公司业务管理系统_内部,年报审核关注的事项和拟采取或已采取的监管措施这个两个审核底稿页的文本框字符没有2000字符的限制（楚晓丽）,优化,普通,
新公司业务管理系统_内部,监管复核审核底稿页面没有意见输入框（楚晓丽）,缺陷,高,
新公司业务管理系统_内部,审核底稿的列表中删除底稿后，再编辑底稿还是显示原有的信息,缺陷,高,
新公司业务管理系统_内部,事后审核列表页，审核底稿状态下拉框内容不正确；,缺陷,普通,
新公司业务管理系统_内部,定期报告事后审核会计小组的提示内容没有做成换行（楚晓丽）,优化,普通,
新公司业务管理系统_内部,事后审核列表页，按公司范围、公司检索查询结果排序絮乱,缺陷,低,
新公司业务管理系统_内部,自选上市公司中，选择过多的上市公司选择保存，提示Bad Resquest,优化,普通,
新公司业务管理系统_内部,事后审核列表页-导出到excel，未导出列表数据,其他,普通,
新公司业务管理系统_内部,事后审核列表页搜索区-报告年度默认值显示：2015年,缺陷,低,
新公司业务管理系统_内部,监管分工调整：上传成功后应该出现上传成功提示（杨波）,优化,普通,
新公司业务管理系统_内部,监管分工调整——基本信息调整上传文件时问题（杨波）,缺陷,高,
新公司业务管理系统_内部,监管分工调整——更新分管公司初审上传文件时问题（杨波）,缺陷,高,
新公司业务管理系统_内部,监管分工调整——更新角色列表：上传时文件中内容校验问题（杨波）,缺陷,高,
新公司业务管理系统_内部,监管分工模块：模板下载及模板问题校验（杨波）,缺陷,高,
新公司业务管理系统_内部,公司债中上市公司提交申请后，内部人员可以取消和添加公司债品种,优化,高,
新公司业务管理系统_内部,【版本二】自选公司设置页面显示重叠、更换自选公司组选择上市公司页面、公司范围：全部公司、关闭按钮,优化,低,
新公司业务管理系统_内部,公告自动化上网中的附件及备查文件处可以上传。zip文件,其他,高,
新公司业务管理系统_内部,公告自动化上网中的标题处的提示信息内部人员不应该看到,缺陷,高,
新公司业务管理系统_内部,操作复核在标记页面15点可以看到公司提交的公告,优化,高,
新公司业务管理系统_内部,业务通知单中，可转债发行通知单没有按照3.0版本的需求做，排版问题,优化,高,
新公司业务管理系统_内部,"""公司债券利率调整通知""申请单，初审审核通过后打印出的页面无备注框",其他,普通,
新公司业务管理系统_内部,补改删——终止改单时，修改的信息被保留，直接进入补单、改单界面,缺陷,低,
新公司业务管理系统_内部,补改删——非公告申请进入补单列表,缺陷,普通,
新公司业务管理系统_内部,补改删——终止流程需要制单操作,优化,普通,
新公司业务管理系统_内部,补改删——错发回收的单子没有删除键,优化,普通,
新公司业务管理系统_内部,股份注销通知未实现页面“变动后”内容必须为零的系统校验,开发代码缺陷,低,
